scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,ar,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 4, 'ar_coefs': array([ 0.66030155, -0.72297538,  0.21767684,  0.11856435])}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(-0.008067728929438642), 'intercept': 0.4117978690025448, 'seasonal_period': [7, 180], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(2.6981646850282424), np.float64(1.9370217415903284)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [1046], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.008067728929438642), 'intercept': 0.4117978690025448}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 4, 'anomaly_indices': array([ 469,  548,  884, 1134], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,1200
variance_shift,variance_shift,ood_background,ar,multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([-0.51331337, -0.8224183 , -0.02275292])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [12, 30], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.4798407651259313), np.float64(2.103065897801944)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(240), np.int64(930)], 'shift_magnitudes': [2.9502271105774955, 1.8919175284908472], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_background,1200
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,arma,cubic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 5, 'ar_coefs': array([-0.75875585,  0.17619348,  0.0328047 ,  0.65198247,  0.69241371]), 'ma_order': 1, 'ma_coefs': array([0.62582047])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(3.3044185189785806), 'cubic_sign': np.int64(-1)}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 22, 'anomaly_indices': array([  52,  142,  275,  335,  393,  414,  420,  438,  492,  775,  829,
        884,  916,  981, 1004, 1060, 1061, 1093, 1100, 1105, 1123, 1180],
      dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([150]), 'ends': array([290]), 'lengths': [140], 'magnitudes': [np.float64(-4.06063480133275)], 'magnitude_strengths': [1.6041827703816596], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,1200
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_background,white_noise,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(0.007539411078096134), 'intercept': 0.29192117864991796, 'seasonal_period': [12, 180], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(1.1236455750560248), np.float64(1.3592995105000196)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(180), np.int64(1044)], 'shift_types': ['direction_change', 'direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.007539411078096134), 'intercept': 0.29192117864991796}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([120]), 'ends': array([239]), 'lengths': [119], 'magnitudes': [np.float64(2.8298689747999535)], 'magnitude_strengths': [1.8848841561651475], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,1200
mean_shift+trend_shift,"mean_shift,trend_shift",ood_background,arma,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.78220784]), 'ma_order': 1, 'ma_coefs': array([0.67604673])}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(0.007375129612000397), 'intercept': -0.33582607476282655, 'seasonal_period': [7, 24], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(1.4333288841653562), np.float64(1.481740207107019)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(480), np.int64(624)], 'shift_magnitudes': [np.float64(2.429122473069528), np.float64(1.8050020621748342)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [882], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.007375129612000397), 'intercept': -0.33582607476282655}}]",shift_shift,ood_background,1200
mean_shift+variance_shift,"mean_shift,variance_shift",ood_background,white_noise,cubic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(2.5121343035821533), 'cubic_sign': np.int64(1)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [843], 'shift_magnitudes': [np.float64(7.163665472638954)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [1077], 'shift_magnitudes': [2.386493080667676], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_background,1200
mean_shift+trend_shift,"mean_shift,trend_shift",ood_background,ar,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.03362035, 0.01296577])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.008059593765573417), 'intercept': -0.4599584770384134, 'seasonal_period': [12, 7], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(4.055063536072057), np.float64(2.756633552840828)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [1050], 'shift_magnitudes': [np.float64(4.293000994459425)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [987], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.008059593765573417), 'intercept': -0.4599584770384134}}]",shift_shift,ood_background,1200
variance_shift,variance_shift,ood_background,ma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([0.24083317, 0.0548596 ])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.005100461894249573), 'intercept': -0.1938768458158413, 'seasonal_period': [12, 7], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.462561415221264), np.float64(2.1549657510874174)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [134], 'shift_magnitudes': [2.974924820593878], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_background,1200
mean_shift,mean_shift,ood_background,ma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([ 0.59363943, -0.3556993 , -0.32913738, -0.04309688])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [5, 7], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.2753630381457564), np.float64(2.0825036722607124)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [1042], 'shift_magnitudes': [np.float64(4.0332875263459895)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_background,1200
mean_shift+trend_shift,"mean_shift,trend_shift",ood_background,ma,volatility_background+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.08837447])}","{'background': 'volatility_background+linear', 'slope': np.float64(-0.008424708933606391), 'intercept': -0.14170675791170217, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(1.8577913900418956), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.8498264658832554, 'omega': 0.21365941536377786}}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [900], 'shift_magnitudes': [np.float64(6.14350463692959)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [1009], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.008424708933606391), 'intercept': -0.14170675791170217}}]",shift_shift,ood_background,1200
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",ood_background,ar,multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 4, 'ar_coefs': array([ 0.6962043 , -0.07822568, -0.35076229, -0.1092675 ])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [24, 180], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.226941944265792), np.float64(2.900804902215243)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [226], 'shift_magnitudes': [np.float64(3.444702853764098)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([330]), 'ends': array([417]), 'lengths': [87], 'magnitudes': [np.float64(7.6194316156892)], 'magnitude_strengths': [2.103761170215908], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,1200
mean_shift+collective_anomaly,"mean_shift,collective_anomaly",ood_background,ar,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([-0.6004158 ,  0.53116935,  0.77266752])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.009493722923190203), 'intercept': -0.27609301337577685, 'seasonal_period': [5, 12], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.832601094740872), np.float64(6.555497040870536)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [925], 'shift_magnitudes': [np.float64(4.883721498243598)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'end', 'starts': array([889]), 'ends': array([1034]), 'lengths': [145], 'magnitudes': [np.float64(9.357541048322954)], 'magnitude_strengths': [1.6517177581493927], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,1200
mean_shift+variance_shift,"mean_shift,variance_shift",ood_background,arma,cubic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 5, 'ar_coefs': array([-0.3838046 ,  0.06390275, -0.19771218,  0.08329252,  0.38009667]), 'ma_order': 4, 'ma_coefs': array([-0.23438896,  0.19323598,  0.100057  , -0.29553003])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(2.2373258191673915), 'cubic_sign': np.int64(-1)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [287], 'shift_magnitudes': [np.float64(7.401750132059839)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [270], 'shift_magnitudes': [1.793946745966084], 'wrapper_event_label': 'variance_shift'}]",shift_shift,ood_background,1200
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,white_noise,volatility_background+linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'volatility_background+linear', 'slope': np.float64(-0.009694804980806042), 'intercept': 0.324851781638388, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(1.2076848188280342), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.6628729674383194, 'omega': 0.10650245928460467}}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [968], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.009694804980806042), 'intercept': 0.324851781638388}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 16, 'anomaly_indices': array([  28,   75,  106,  141,  186,  292,  306,  431,  485,  537,  637,
        719,  894,  920, 1024, 1072], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,1200
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.05223764, -0.32724516, -0.25039595]), 'ma_order': 1, 'ma_coefs': array([-0.69998097])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.004687959337643365), 'intercept': -0.0168738213412164, 'seasonal_period': [30, 52], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.352811186851706), np.float64(3.354873245039675)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(510), np.int64(1040)], 'shift_magnitudes': [2.254518701930373, 2.0701836020608972], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 2, 'anomaly_indices': array([ 957, 1130], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,1200
collective_anomaly,collective_anomaly,ood_background,ar,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.19415586])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.008125049274039208), 'intercept': -0.314945373269904, 'seasonal_period': [90, 12], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.23495412551244), np.float64(5.088734123529836)]}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([686]), 'ends': array([779]), 'lengths': [93], 'magnitudes': [np.float64(-10.992107305137505)], 'magnitude_strengths': [2.4500520977560525], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_background,1200
mean_shift,mean_shift,ood_background,ar,cubic_trend,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.20159216])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(1.6097110337661913), 'cubic_sign': np.int64(-1)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [559], 'shift_magnitudes': [np.float64(4.833380029336183)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_background,1200
